NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
libtasn1                     4.10-1.el7             (won't fix)               rpm           CVE-2018-6003        Medium    
libtasn1                     4.10-1.el7             (won't fix)               rpm           CVE-2018-1000654     Low       
libtasn1                     4.10-1.el7             (won't fix)               rpm           CVE-2017-10790       Low       
libuuid                      2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2015-5218        Low       
libuuid                      2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2014-9114        Medium    
libuuid                      2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2016-2779        Medium    
libuuid-devel                2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2015-5218        Low       
libuuid-devel                2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2016-2779        Medium    
libuuid-devel                2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2014-9114        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2018-14404       Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9048        Low       
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2020-24977       Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-0663        Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2022-29824       Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2018-14567       Low       
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2016-5131        High      
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-16932       Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-7375        Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-8872        Low       
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7_9.6         rpm           CVE-2016-4658        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2017-18258       Low       
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2021-3541        Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2016-4483        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.5           rpm           CVE-2020-7595        Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9049        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.5           rpm           CVE-2019-19956       Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2016-9318        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.5           rpm           CVE-2019-20388       Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-16931       Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9047        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2017-15412       High      
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9050        Medium    
libxml2                      2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2015-8035        Medium    
libxml2                      2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-5969        Low       
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-5969        Low       
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-7375        Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-0663        Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7_9.6         rpm           CVE-2016-4658        Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.5           rpm           CVE-2019-19956       Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2022-29824       Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.5           rpm           CVE-2020-7595        Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-16932       Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-8872        Low       
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-16931       Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2015-8035        Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9049        Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2016-5131        High      
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2021-3541        Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2018-14404       Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9048        Low       
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.5           rpm           CVE-2019-20388       Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2016-4483        Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2020-24977       Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2017-18258       Low       
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2017-15412       High      
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2016-9318        Medium    
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9050        Medium    
libxml2-python               2.9.1-6.el7_2.3        0:2.9.1-6.el7.4           rpm           CVE-2018-14567       Low       
libxml2-python               2.9.1-6.el7_2.3        (won't fix)               rpm           CVE-2017-9047        Medium    
lua                          5.1.4-15.el7           (won't fix)               rpm           CVE-2014-5461        Medium    
lua                          5.1.4-15.el7           (won't fix)               rpm           CVE-2021-43519       Medium    
lz4                          1.7.5-2.el7            (won't fix)               rpm           CVE-2019-17543       Medium    
mpfr                         3.1.1-4.el7            (won't fix)               rpm           CVE-2014-9474        Low       
